date,name,product,amount
2020-07-11,서천군수산업협동조합,멸치,36817
2020-07-12,서천군수산업협동조합,멸치,36817
2020-07-13,서천군수산업협동조합,멸치,36512
2020-07-14,서천군수산업협동조합,멸치,36375
2020-07-15,서천군수산업협동조합,멸치,35951
2020-07-16,서천군수산업협동조합,멸치,40047
2020-07-17,서천군수산업협동조합,멸치,38676
2020-07-18,서천군수산업협동조합,멸치,39984
2020-07-19,서천군수산업협동조합,멸치,39984
2020-07-20,서천군수산업협동조합,멸치,38930
2020-07-21,서천군수산업협동조합,멸치,40860
2020-07-22,서천군수산업협동조합,멸치,43401
2020-07-23,서천군수산업협동조합,멸치,43281
2020-07-24,서천군수산업협동조합,멸치,43281
2020-07-25,서천군수산업협동조합,멸치,43254
2020-07-26,서천군수산업협동조합,멸치,43254
2020-07-27,서천군수산업협동조합,멸치,43254
2020-07-28,서천군수산업협동조합,멸치,43254
2020-07-29,서천군수산업협동조합,멸치,43040
2020-07-30,서천군수산업협동조합,멸치,43040
2020-07-31,서천군수산업협동조합,멸치,43010
2020-08-01,서천군수산업협동조합,멸치,43010
2020-08-02,서천군수산업협동조합,멸치,43010
2020-08-03,서천군수산업협동조합,멸치,52203
2020-08-04,서천군수산업협동조합,멸치,56717
2020-08-05,서천군수산업협동조합,멸치,60842
2020-08-06,서천군수산업협동조합,멸치,61897
2020-08-07,서천군수산업협동조합,멸치,63766
2020-08-08,서천군수산업협동조합,멸치,61606
2020-08-09,서천군수산업협동조합,멸치,61606
2020-08-10,서천군수산업협동조합,멸치,61682
2020-08-11,서천군수산업협동조합,멸치,60020
2020-08-12,서천군수산업협동조합,멸치,58707
2020-08-13,서천군수산업협동조합,멸치,59571
2020-08-14,서천군수산업협동조합,멸치,60484
2020-08-15,서천군수산업협동조합,멸치,60484
2020-08-16,서천군수산업협동조합,멸치,60484
2020-08-17,서천군수산업협동조합,멸치,57857
2020-08-18,서천군수산업협동조합,멸치,59393
2020-08-19,서천군수산업협동조합,멸치,59321
2020-08-20,서천군수산업협동조합,멸치,60049
2020-08-21,서천군수산업협동조합,멸치,64400
2020-08-22,서천군수산업협동조합,멸치,68944
2020-08-23,서천군수산업협동조합,멸치,68944
2020-08-24,서천군수산업협동조합,멸치,69111
2020-08-25,서천군수산업협동조합,멸치,72310
2020-08-26,서천군수산업협동조합,멸치,74400
2020-08-27,서천군수산업협동조합,멸치,74238
2020-08-28,서천군수산업협동조합,멸치,76887
2020-08-29,서천군수산업협동조합,멸치,76887
2020-08-30,서천군수산업협동조합,멸치,76887
2020-08-31,서천군수산업협동조합,멸치,73687
2020-09-01,서천군수산업협동조합,멸치,71874
2020-09-02,서천군수산업협동조합,멸치,74136
2020-09-03,서천군수산업협동조합,멸치,75583
2020-09-04,서천군수산업협동조합,멸치,77173
2020-09-05,서천군수산업협동조합,멸치,80363
2020-09-06,서천군수산업협동조합,멸치,80363
2020-09-07,서천군수산업협동조합,멸치,77350
2020-09-08,서천군수산업협동조합,멸치,78322
2020-09-09,서천군수산업협동조합,멸치,77155
2020-09-10,서천군수산업협동조합,멸치,79582
2020-09-11,서천군수산업협동조합,멸치,83098
2020-09-12,서천군수산업협동조합,멸치,83098
2020-09-13,서천군수산업협동조합,멸치,83098
2020-09-14,서천군수산업협동조합,멸치,80605
2020-09-15,서천군수산업협동조합,멸치,83173
2020-09-16,서천군수산업협동조합,멸치,91331
2020-09-17,서천군수산업협동조합,멸치,96762
2020-09-18,서천군수산업협동조합,멸치,111276
2020-09-19,서천군수산업협동조합,멸치,127625
2020-09-20,서천군수산업협동조합,멸치,127625
2020-09-21,서천군수산업협동조합,멸치,127114
2020-09-22,서천군수산업협동조합,멸치,129746
2020-09-23,서천군수산업협동조합,멸치,129267
2020-09-24,서천군수산업협동조합,멸치,129743
2020-09-25,서천군수산업협동조합,멸치,129375
2020-09-26,서천군수산업협동조합,멸치,135396
2020-09-27,서천군수산업협동조합,멸치,135396
2020-09-28,서천군수산업협동조합,멸치,136534
2020-09-29,서천군수산업협동조합,멸치,138237
2020-09-30,서천군수산업협동조합,멸치,138237
2020-10-01,서천군수산업협동조합,멸치,138237
2020-10-02,서천군수산업협동조합,멸치,138237
2020-10-03,서천군수산업협동조합,멸치,138237
2020-10-04,서천군수산업협동조합,멸치,138237
2020-10-05,서천군수산업협동조합,멸치,138447
2020-10-06,서천군수산업협동조합,멸치,139883
2020-10-07,서천군수산업협동조합,멸치,141372
2020-10-08,서천군수산업협동조합,멸치,141434
2020-10-09,서천군수산업협동조합,멸치,142122
2020-10-10,서천군수산업협동조합,멸치,142122
2020-10-11,서천군수산업협동조합,멸치,142122
2020-10-12,서천군수산업협동조합,멸치,141751
2020-10-13,서천군수산업협동조합,멸치,137443
2020-10-14,서천군수산업협동조합,멸치,135807
2020-10-15,서천군수산업협동조합,멸치,137638
2020-10-16,서천군수산업협동조합,멸치,136421
2020-10-17,서천군수산업협동조합,멸치,142028
2020-10-18,서천군수산업협동조합,멸치,142028
2020-10-19,서천군수산업협동조합,멸치,138758
2020-10-20,서천군수산업협동조합,멸치,142269
2020-10-21,서천군수산업협동조합,멸치,145966
2020-10-22,서천군수산업협동조합,멸치,148038
2020-10-23,서천군수산업협동조합,멸치,148660
2020-10-24,서천군수산업협동조합,멸치,148660
2020-10-25,서천군수산업협동조합,멸치,148660
2020-10-26,서천군수산업협동조합,멸치,149669
2020-10-27,서천군수산업협동조합,멸치,147848
2020-10-28,서천군수산업협동조합,멸치,150197
2020-10-29,서천군수산업협동조합,멸치,150197
2020-10-30,서천군수산업협동조합,멸치,151241
2020-10-31,서천군수산업협동조합,멸치,151241
2020-11-01,서천군수산업협동조합,멸치,151241
2020-11-02,서천군수산업협동조합,멸치,152553
2020-11-03,서천군수산업협동조합,멸치,150618
2020-11-04,서천군수산업협동조합,멸치,148985
2020-11-05,서천군수산업협동조합,멸치,147395
2020-11-06,서천군수산업협동조합,멸치,148434
2020-11-07,서천군수산업협동조합,멸치,148434
2020-11-08,서천군수산업협동조합,멸치,148434
2020-11-09,서천군수산업협동조합,멸치,153886
2020-11-10,서천군수산업협동조합,멸치,153486
2020-11-11,서천군수산업협동조합,멸치,150390
2020-11-12,서천군수산업협동조합,멸치,150390
2020-11-13,서천군수산업협동조합,멸치,150390
2020-11-14,서천군수산업협동조합,멸치,150390
2020-11-15,서천군수산업협동조합,멸치,150390
2020-11-16,서천군수산업협동조합,멸치,150009
2020-11-17,서천군수산업협동조합,멸치,147238
2020-11-18,서천군수산업협동조합,멸치,152352
2020-11-19,서천군수산업협동조합,멸치,152652
2020-11-20,서천군수산업협동조합,멸치,152643
2020-11-21,서천군수산업협동조합,멸치,152643
2020-11-22,서천군수산업협동조합,멸치,152643
2020-11-23,서천군수산업협동조합,멸치,153873
2020-11-24,서천군수산업협동조합,멸치,154173
2020-11-25,서천군수산업협동조합,멸치,151530
2020-11-26,서천군수산업협동조합,멸치,150463
2020-11-27,서천군수산업협동조합,멸치,150655
2020-11-28,서천군수산업협동조합,멸치,150655
2020-11-29,서천군수산업협동조합,멸치,150655
2020-11-30,서천군수산업협동조합,멸치,152870
